Tipo de residuo;Comunidades y Ciudades Autónomas;Periodo;Total
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;15 Comunidad Foral de Navarra;2012;2273
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;15 Comunidad Foral de Navarra;2011;2629
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;15 Comunidad Foral de Navarra;2010;3626
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;16 País Vasco;2021;2012
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;16 País Vasco;2020;2750
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;16 País Vasco;2019;1736
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;16 País Vasco;2018;1727
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;16 País Vasco;2017;7290
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;16 País Vasco;2016;5190
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;16 País Vasco;2015;4776
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;16 País Vasco;2014;3968
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;16 País Vasco;2013;15067
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;16 País Vasco;2012;5429
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;16 País Vasco;2011;2056
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;16 País Vasco;2010;2092
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;17 La Rioja;2021;656
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;17 La Rioja;2020;653
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;17 La Rioja;2019;173
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;17 La Rioja;2018;178
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;17 La Rioja;2017;223
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;17 La Rioja;2016;213
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;17 La Rioja;2015;68
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;17 La Rioja;2014;56
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;17 La Rioja;2013;34
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;17 La Rioja;2012;73
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;17 La Rioja;2011;0
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;17 La Rioja;2010;266
08.41 Residuos de pilas y acumuladores;Total Nacional;2021;2328
08.41 Residuos de pilas y acumuladores;Total Nacional;2020;2110
08.41 Residuos de pilas y acumuladores;Total Nacional;2019;2087
08.41 Residuos de pilas y acumuladores;Total Nacional;2018;1890
08.41 Residuos de pilas y acumuladores;Total Nacional;2017;1780
08.41 Residuos de pilas y acumuladores;Total Nacional;2016;1920
08.41 Residuos de pilas y acumuladores;Total Nacional;2015;3687
08.41 Residuos de pilas y acumuladores;Total Nacional;2014;3061
08.41 Residuos de pilas y acumuladores;Total Nacional;2013;7119
08.41 Residuos de pilas y acumuladores;Total Nacional;2012;1876
08.41 Residuos de pilas y acumuladores;Total Nacional;2011;1624
08.41 Residuos de pilas y acumuladores;Total Nacional;2010;3083
08.41 Residuos de pilas y acumuladores;01 Andalucía;2021;590
08.41 Residuos de pilas y acumuladores;01 Andalucía;2020;608
08.41 Residuos de pilas y acumuladores;01 Andalucía;2019;115
08.41 Residuos de pilas y acumuladores;01 Andalucía;2018;108
08.41 Residuos de pilas y acumuladores;01 Andalucía;2017;118
08.41 Residuos de pilas y acumuladores;01 Andalucía;2016;149
08.41 Residuos de pilas y acumuladores;01 Andalucía;2015;161
08.41 Residuos de pilas y acumuladores;01 Andalucía;2014;132
08.41 Residuos de pilas y acumuladores;01 Andalucía;2013;134
08.41 Residuos de pilas y acumuladores;01 Andalucía;2012;129
08.41 Residuos de pilas y acumuladores;01 Andalucía;2011;148
08.41 Residuos de pilas y acumuladores;01 Andalucía;2010;305
08.41 Residuos de pilas y acumuladores;02 Aragón;2021;40
08.41 Residuos de pilas y acumuladores;02 Aragón;2020;14
08.41 Residuos de pilas y acumuladores;02 Aragón;2019;19
08.41 Residuos de pilas y acumuladores;02 Aragón;2018;12
08.41 Residuos de pilas y acumuladores;02 Aragón;2017;46
08.41 Residuos de pilas y acumuladores;02 Aragón;2016;57
08.41 Residuos de pilas y acumuladores;02 Aragón;2015;5
08.41 Residuos de pilas y acumuladores;02 Aragón;2014;4
08.41 Residuos de pilas y acumuladores;02 Aragón;2013;10
08.41 Residuos de pilas y acumuladores;02 Aragón;2012;56
08.41 Residuos de pilas y acumuladores;02 Aragón;2011;61
08.41 Residuos de pilas y acumuladores;02 Aragón;2010;68
08.41 Residuos de pilas y acumuladores;03 Principado de Asturias;2021;10
08.41 Residuos de pilas y acumuladores;03 Principado de Asturias;2020;12
08.41 Residuos de pilas y acumuladores;03 Principado de Asturias;2019;18
08.41 Residuos de pilas y acumuladores;03 Principado de Asturias;2018;21
08.41 Residuos de pilas y acumuladores;03 Principado de Asturias;2017;11
08.41 Residuos de pilas y acumuladores;03 Principado de Asturias;2016;8
08.41 Residuos de pilas y acumuladores;03 Principado de Asturias;2015;21
08.41 Residuos de pilas y acumuladores;03 Principado de Asturias;2014;17
08.41 Residuos de pilas y acumuladores;03 Principado de Asturias;2013;6
08.41 Residuos de pilas y acumuladores;03 Principado de Asturias;2012;74
08.41 Residuos de pilas y acumuladores;03 Principado de Asturias;2011;79
08.41 Residuos de pilas y acumuladores;03 Principado de Asturias;2010;202
08.41 Residuos de pilas y acumuladores;04 Illes Balears;2021;10
08.41 Residuos de pilas y acumuladores;04 Illes Balears;2020;4
08.41 Residuos de pilas y acumuladores;04 Illes Balears;2019;15
08.41 Residuos de pilas y acumuladores;04 Illes Balears;2018;19
08.41 Residuos de pilas y acumuladores;04 Illes Balears;2017;28
08.41 Residuos de pilas y acumuladores;04 Illes Balears;2016;0
08.41 Residuos de pilas y acumuladores;04 Illes Balears;2015;14
08.41 Residuos de pilas y acumuladores;04 Illes Balears;2014;11
08.41 Residuos de pilas y acumuladores;04 Illes Balears;2013;10
08.41 Residuos de pilas y acumuladores;04 Illes Balears;2012;2
08.41 Residuos de pilas y acumuladores;04 Illes Balears;2011;1
08.41 Residuos de pilas y acumuladores;04 Illes Balears;2010;59
08.41 Residuos de pilas y acumuladores;05 Canarias;2021;80
08.41 Residuos de pilas y acumuladores;05 Canarias;2020;52
08.41 Residuos de pilas y acumuladores;05 Canarias;2019;134
08.41 Residuos de pilas y acumuladores;05 Canarias;2018;385
08.41 Residuos de pilas y acumuladores;05 Canarias;2017;209
08.41 Residuos de pilas y acumuladores;05 Canarias;2016;48
08.41 Residuos de pilas y acumuladores;05 Canarias;2015;814
08.41 Residuos de pilas y acumuladores;05 Canarias;2014;676
08.41 Residuos de pilas y acumuladores;05 Canarias;2013;21
08.41 Residuos de pilas y acumuladores;05 Canarias;2012;55
08.41 Residuos de pilas y acumuladores;05 Canarias;2011;28
08.41 Residuos de pilas y acumuladores;05 Canarias;2010;61
08.41 Residuos de pilas y acumuladores;06 Cantabria;2021;46
08.41 Residuos de pilas y acumuladores;06 Cantabria;2020;36
08.41 Residuos de pilas y acumuladores;06 Cantabria;2019;50
08.41 Residuos de pilas y acumuladores;06 Cantabria;2018;46
08.41 Residuos de pilas y acumuladores;06 Cantabria;2017;41
08.41 Residuos de pilas y acumuladores;06 Cantabria;2016;45
08.41 Residuos de pilas y acumuladores;06 Cantabria;2015;73
08.41 Residuos de pilas y acumuladores;06 Cantabria;2014;61
08.41 Residuos de pilas y acumuladores;06 Cantabria;2013;58
08.41 Residuos de pilas y acumuladores;06 Cantabria;2012;97
08.41 Residuos de pilas y acumuladores;06 Cantabria;2011;57
08.41 Residuos de pilas y acumuladores;06 Cantabria;2010;74
08.41 Residuos de pilas y acumuladores;07 Castilla y León;2021;253
08.41 Residuos de pilas y acumuladores;07 Castilla y León;2020;182
08.41 Residuos de pilas y acumuladores;07 Castilla y León;2019;218
08.41 Residuos de pilas y acumuladores;07 Castilla y León;2018;234
08.41 Residuos de pilas y acumuladores;07 Castilla y León;2017;178
08.41 Residuos de pilas y acumuladores;07 Castilla y León;2016;342
08.41 Residuos de pilas y acumuladores;07 Castilla y León;2015;219
08.41 Residuos de pilas y acumuladores;07 Castilla y León;2014;182
08.41 Residuos de pilas y acumuladores;07 Castilla y León;2013;218
08.41 Residuos de pilas y acumuladores;07 Castilla y León;2012;151
08.41 Residuos de pilas y acumuladores;07 Castilla y León;2011;173
08.41 Residuos de pilas y acumuladores;07 Castilla y León;2010;344
08.41 Residuos de pilas y acumuladores;08 Castilla - La Mancha;2021;63
08.41 Residuos de pilas y acumuladores;08 Castilla - La Mancha;2020;68
08.41 Residuos de pilas y acumuladores;08 Castilla - La Mancha;2019;57
08.41 Residuos de pilas y acumuladores;08 Castilla - La Mancha;2018;86
08.41 Residuos de pilas y acumuladores;08 Castilla - La Mancha;2017;51
08.41 Residuos de pilas y acumuladores;08 Castilla - La Mancha;2016;87
08.41 Residuos de pilas y acumuladores;08 Castilla - La Mancha;2015;264
08.41 Residuos de pilas y acumuladores;08 Castilla - La Mancha;2014;219
08.41 Residuos de pilas y acumuladores;08 Castilla - La Mancha;2013;2760
08.41 Residuos de pilas y acumuladores;08 Castilla - La Mancha;2012;51
08.41 Residuos de pilas y acumuladores;08 Castilla - La Mancha;2011;140
08.41 Residuos de pilas y acumuladores;08 Castilla - La Mancha;2010;234
08.41 Residuos de pilas y acumuladores;09 Cataluña;2021;420
08.41 Residuos de pilas y acumuladores;09 Cataluña;2020;416
08.41 Residuos de pilas y acumuladores;09 Cataluña;2019;282
08.41 Residuos de pilas y acumuladores;09 Cataluña;2018;374
08.41 Residuos de pilas y acumuladores;09 Cataluña;2017;393
08.41 Residuos de pilas y acumuladores;09 Cataluña;2016;257
08.41 Residuos de pilas y acumuladores;09 Cataluña;2015;857
08.41 Residuos de pilas y acumuladores;09 Cataluña;2014;712
08.41 Residuos de pilas y acumuladores;09 Cataluña;2013;367
08.41 Residuos de pilas y acumuladores;09 Cataluña;2012;335
08.41 Residuos de pilas y acumuladores;09 Cataluña;2011;137
08.41 Residuos de pilas y acumuladores;09 Cataluña;2010;159
08.41 Residuos de pilas y acumuladores;10 Comunitat Valenciana;2021;46
08.41 Residuos de pilas y acumuladores;10 Comunitat Valenciana;2020;66
08.41 Residuos de pilas y acumuladores;10 Comunitat Valenciana;2019;719
08.41 Residuos de pilas y acumuladores;10 Comunitat Valenciana;2018;123
08.41 Residuos de pilas y acumuladores;10 Comunitat Valenciana;2017;98
08.41 Residuos de pilas y acumuladores;10 Comunitat Valenciana;2016;77
08.41 Residuos de pilas y acumuladores;10 Comunitat Valenciana;2015;83
08.41 Residuos de pilas y acumuladores;10 Comunitat Valenciana;2014;69
08.41 Residuos de pilas y acumuladores;10 Comunitat Valenciana;2013;2564
08.41 Residuos de pilas y acumuladores;10 Comunitat Valenciana;2012;78
08.41 Residuos de pilas y acumuladores;10 Comunitat Valenciana;2011;59
08.41 Residuos de pilas y acumuladores;10 Comunitat Valenciana;2010;652
08.41 Residuos de pilas y acumuladores;11 Extremadura;2021;13
08.41 Residuos de pilas y acumuladores;11 Extremadura;2020;7
08.41 Residuos de pilas y acumuladores;11 Extremadura;2019;12
08.41 Residuos de pilas y acumuladores;11 Extremadura;2018;10
08.41 Residuos de pilas y acumuladores;11 Extremadura;2017;9
08.41 Residuos de pilas y acumuladores;11 Extremadura;2016;12
08.41 Residuos de pilas y acumuladores;11 Extremadura;2015;21
08.41 Residuos de pilas y acumuladores;11 Extremadura;2014;17
08.41 Residuos de pilas y acumuladores;11 Extremadura;2013;13
08.41 Residuos de pilas y acumuladores;11 Extremadura;2012;32
08.41 Residuos de pilas y acumuladores;11 Extremadura;2011;35
08.41 Residuos de pilas y acumuladores;11 Extremadura;2010;42
08.41 Residuos de pilas y acumuladores;12 Galicia;2021;108
08.41 Residuos de pilas y acumuladores;12 Galicia;2020;107
08.41 Residuos de pilas y acumuladores;12 Galicia;2019;35
08.41 Residuos de pilas y acumuladores;12 Galicia;2018;38
08.41 Residuos de pilas y acumuladores;12 Galicia;2017;72
08.41 Residuos de pilas y acumuladores;12 Galicia;2016;324
08.41 Residuos de pilas y acumuladores;12 Galicia;2015;79
08.41 Residuos de pilas y acumuladores;12 Galicia;2014;66
08.41 Residuos de pilas y acumuladores;12 Galicia;2013;297
08.41 Residuos de pilas y acumuladores;12 Galicia;2012;86
08.41 Residuos de pilas y acumuladores;12 Galicia;2011;73
08.41 Residuos de pilas y acumuladores;12 Galicia;2010;90
08.41 Residuos de pilas y acumuladores;13 Comunidad de Madrid;2021;285
08.41 Residuos de pilas y acumuladores;13 Comunidad de Madrid;2020;128
08.41 Residuos de pilas y acumuladores;13 Comunidad de Madrid;2019;127
08.41 Residuos de pilas y acumuladores;13 Comunidad de Madrid;2018;104
08.41 Residuos de pilas y acumuladores;13 Comunidad de Madrid;2017;147
08.41 Residuos de pilas y acumuladores;13 Comunidad de Madrid;2016;148
08.41 Residuos de pilas y acumuladores;13 Comunidad de Madrid;2015;164
08.41 Residuos de pilas y acumuladores;13 Comunidad de Madrid;2014;137
08.41 Residuos de pilas y acumuladores;13 Comunidad de Madrid;2013;153
08.41 Residuos de pilas y acumuladores;13 Comunidad de Madrid;2012;320
08.41 Residuos de pilas y acumuladores;13 Comunidad de Madrid;2011;287
08.41 Residuos de pilas y acumuladores;13 Comunidad de Madrid;2010;293
08.41 Residuos de pilas y acumuladores;14 Región de Murcia;2021;102
08.41 Residuos de pilas y acumuladores;14 Región de Murcia;2020;99
08.41 Residuos de pilas y acumuladores;14 Región de Murcia;2019;47
08.41 Residuos de pilas y acumuladores;14 Región de Murcia;2018;40
08.41 Residuos de pilas y acumuladores;14 Región de Murcia;2017;61
08.41 Residuos de pilas y acumuladores;14 Región de Murcia;2016;95
08.41 Residuos de pilas y acumuladores;14 Región de Murcia;2015;730
08.41 Residuos de pilas y acumuladores;14 Región de Murcia;2014;606
08.41 Residuos de pilas y acumuladores;14 Región de Murcia;2013;108
08.41 Residuos de pilas y acumuladores;14 Región de Murcia;2012;120
08.41 Residuos de pilas y acumuladores;14 Región de Murcia;2011;133
08.41 Residuos de pilas y acumuladores;14 Región de Murcia;2010;218
08.41 Residuos de pilas y acumuladores;15 Comunidad Foral de Navarra;2021;146
08.41 Residuos de pilas y acumuladores;15 Comunidad Foral de Navarra;2020;151
08.41 Residuos de pilas y acumuladores;15 Comunidad Foral de Navarra;2019;125
08.41 Residuos de pilas y acumuladores;15 Comunidad Foral de Navarra;2018;128
08.41 Residuos de pilas y acumuladores;15 Comunidad Foral de Navarra;2017;121
08.41 Residuos de pilas y acumuladores;15 Comunidad Foral de Navarra;2016;120
08.41 Residuos de pilas y acumuladores;15 Comunidad Foral de Navarra;2015;58
08.41 Residuos de pilas y acumuladores;15 Comunidad Foral de Navarra;2014;48
08.41 Residuos de pilas y acumuladores;15 Comunidad Foral de Navarra;2013;233
08.41 Residuos de pilas y acumuladores;15 Comunidad Foral de Navarra;2012;73
08.41 Residuos de pilas y acumuladores;15 Comunidad Foral de Navarra;2011;62
08.41 Residuos de pilas y acumuladores;15 Comunidad Foral de Navarra;2010;118
08.41 Residuos de pilas y acumuladores;16 País Vasco;2021;92
08.41 Residuos de pilas y acumuladores;16 País Vasco;2020;137
08.41 Residuos de pilas y acumuladores;16 País Vasco;2019;105
08.41 Residuos de pilas y acumuladores;16 País Vasco;2018;142
08.41 Residuos de pilas y acumuladores;16 País Vasco;2017;174
08.41 Residuos de pilas y acumuladores;16 País Vasco;2016;139
08.41 Residuos de pilas y acumuladores;16 País Vasco;2015;109
08.41 Residuos de pilas y acumuladores;16 País Vasco;2014;91
08.41 Residuos de pilas y acumuladores;16 País Vasco;2013;164
08.41 Residuos de pilas y acumuladores;16 País Vasco;2012;175
08.41 Residuos de pilas y acumuladores;16 País Vasco;2011;149
08.41 Residuos de pilas y acumuladores;16 País Vasco;2010;157
08.41 Residuos de pilas y acumuladores;17 La Rioja;2021;25
08.41 Residuos de pilas y acumuladores;17 La Rioja;2020;23
08.41 Residuos de pilas y acumuladores;17 La Rioja;2019;9
08.41 Residuos de pilas y acumuladores;17 La Rioja;2018;16
08.41 Residuos de pilas y acumuladores;17 La Rioja;2017;16
08.41 Residuos de pilas y acumuladores;17 La Rioja;2016;11
08.41 Residuos de pilas y acumuladores;17 La Rioja;2015;15
08.41 Residuos de pilas y acumuladores;17 La Rioja;2014;13
08.41 Residuos de pilas y acumuladores;17 La Rioja;2013;2
08.41 Residuos de pilas y acumuladores;17 La Rioja;2012;5
08.41 Residuos de pilas y acumuladores;17 La Rioja;2011;0
08.41 Residuos de pilas y acumuladores;17 La Rioja;2010;7
09. Residuos animales y vegetales;Total Nacional;2021;1433950
09. Residuos animales y vegetales;Total Nacional;2020;1253212
09. Residuos animales y vegetales;Total Nacional;2019;1168659
09. Residuos animales y vegetales;Total Nacional;2018;1010016
09. Residuos animales y vegetales;Total Nacional;2017;876822
09. Residuos animales y vegetales;Total Nacional;2016;835703
09. Residuos animales y vegetales;Total Nacional;2015;789919
09. Residuos animales y vegetales;Total Nacional;2014;781960
09. Residuos animales y vegetales;Total Nacional;2013;844081
09. Residuos animales y vegetales;Total Nacional;2012;799776
09. Residuos animales y vegetales;Total Nacional;2011;930511
09. Residuos animales y vegetales;Total Nacional;2010;954377
09. Residuos animales y vegetales;01 Andalucía;2021;105117
09. Residuos animales y vegetales;01 Andalucía;2020;89472
09. Residuos animales y vegetales;01 Andalucía;2019;99242
09. Residuos animales y vegetales;01 Andalucía;2018;92395
09. Residuos animales y vegetales;01 Andalucía;2017;92046
09. Residuos animales y vegetales;01 Andalucía;2016;89603
09. Residuos animales y vegetales;01 Andalucía;2015;98345
09. Residuos animales y vegetales;01 Andalucía;2014;99030
09. Residuos animales y vegetales;01 Andalucía;2013;96069
09. Residuos animales y vegetales;01 Andalucía;2012;94194
09. Residuos animales y vegetales;01 Andalucía;2011;105106
09. Residuos animales y vegetales;01 Andalucía;2010;91419
09. Residuos animales y vegetales;02 Aragón;2021;13940
09. Residuos animales y vegetales;02 Aragón;2020;7282
09. Residuos animales y vegetales;02 Aragón;2019;7495
09. Residuos animales y vegetales;02 Aragón;2018;8503
09. Residuos animales y vegetales;02 Aragón;2017;1539
09. Residuos animales y vegetales;02 Aragón;2016;7480
09. Residuos animales y vegetales;02 Aragón;2015;16095
09. Residuos animales y vegetales;02 Aragón;2014;3996
09. Residuos animales y vegetales;02 Aragón;2013;4978
09. Residuos animales y vegetales;02 Aragón;2012;4503
09. Residuos animales y vegetales;02 Aragón;2011;4515
09. Residuos animales y vegetales;02 Aragón;2010;4952
09. Residuos animales y vegetales;03 Principado de Asturias;2021;33067
09. Residuos animales y vegetales;03 Principado de Asturias;2020;29972
09. Residuos animales y vegetales;03 Principado de Asturias;2019;25198
09. Residuos animales y vegetales;03 Principado de Asturias;2018;4879
09. Residuos animales y vegetales;03 Principado de Asturias;2017;18226
09. Residuos animales y vegetales;03 Principado de Asturias;2016;13728
09. Residuos animales y vegetales;03 Principado de Asturias;2015;7284
09. Residuos animales y vegetales;03 Principado de Asturias;2014;7365
09. Residuos animales y vegetales;03 Principado de Asturias;2013;7895
09. Residuos animales y vegetales;03 Principado de Asturias;2012;6287
09. Residuos animales y vegetales;03 Principado de Asturias;2011;18626
09. Residuos animales y vegetales;03 Principado de Asturias;2010;7767
09. Residuos animales y vegetales;04 Illes Balears;2021;56574
09. Residuos animales y vegetales;04 Illes Balears;2020;51055
09. Residuos animales y vegetales;04 Illes Balears;2019;57761
09. Residuos animales y vegetales;04 Illes Balears;2018;54262
09. Residuos animales y vegetales;04 Illes Balears;2017;42829
09. Residuos animales y vegetales;04 Illes Balears;2016;36739
09. Residuos animales y vegetales;04 Illes Balears;2015;32961
09. Residuos animales y vegetales;04 Illes Balears;2014;30772
09. Residuos animales y vegetales;04 Illes Balears;2013;39566
09. Residuos animales y vegetales;04 Illes Balears;2012;22447
09. Residuos animales y vegetales;04 Illes Balears;2011;31026
09. Residuos animales y vegetales;04 Illes Balears;2010;36670
09. Residuos animales y vegetales;05 Canarias;2021;46736
09. Residuos animales y vegetales;05 Canarias;2020;34792
09. Residuos animales y vegetales;05 Canarias;2019;31446
09. Residuos animales y vegetales;05 Canarias;2018;27922
09. Residuos animales y vegetales;05 Canarias;2017;21812
09. Residuos animales y vegetales;05 Canarias;2016;19956
09. Residuos animales y vegetales;05 Canarias;2015;21541
09. Residuos animales y vegetales;05 Canarias;2014;38799
09. Residuos animales y vegetales;05 Canarias;2013;41310
09. Residuos animales y vegetales;05 Canarias;2012;26477
09. Residuos animales y vegetales;05 Canarias;2011;78136
09. Residuos animales y vegetales;05 Canarias;2010;13089
09. Residuos animales y vegetales;06 Cantabria;2021;249
09. Residuos animales y vegetales;06 Cantabria;2020;914
09. Residuos animales y vegetales;06 Cantabria;2019;2211
09. Residuos animales y vegetales;06 Cantabria;2018;4400
09. Residuos animales y vegetales;06 Cantabria;2017;3035
09. Residuos animales y vegetales;06 Cantabria;2016;3079
09. Residuos animales y vegetales;06 Cantabria;2015;4034
09. Residuos animales y vegetales;06 Cantabria;2014;1418
09. Residuos animales y vegetales;06 Cantabria;2013;9301
09. Residuos animales y vegetales;06 Cantabria;2012;3040
09. Residuos animales y vegetales;06 Cantabria;2011;7170
09. Residuos animales y vegetales;06 Cantabria;2010;14755
09. Residuos animales y vegetales;07 Castilla y León;2021;5985
09. Residuos animales y vegetales;07 Castilla y León;2020;17132
09. Residuos animales y vegetales;07 Castilla y León;2019;4877
09. Residuos animales y vegetales;07 Castilla y León;2018;6472
09. Residuos animales y vegetales;07 Castilla y León;2017;4204
09. Residuos animales y vegetales;07 Castilla y León;2016;5235
09. Residuos animales y vegetales;07 Castilla y León;2015;4808
09. Residuos animales y vegetales;07 Castilla y León;2014;6197
09. Residuos animales y vegetales;07 Castilla y León;2013;6993
09. Residuos animales y vegetales;07 Castilla y León;2012;6701
09. Residuos animales y vegetales;07 Castilla y León;2011;4296
09. Residuos animales y vegetales;07 Castilla y León;2010;8652
09. Residuos animales y vegetales;08 Castilla - La Mancha;2021;4469
09. Residuos animales y vegetales;08 Castilla - La Mancha;2020;1940
09. Residuos animales y vegetales;08 Castilla - La Mancha;2019;2985
09. Residuos animales y vegetales;08 Castilla - La Mancha;2018;3967
09. Residuos animales y vegetales;08 Castilla - La Mancha;2017;3131
09. Residuos animales y vegetales;08 Castilla - La Mancha;2016;1331
09. Residuos animales y vegetales;08 Castilla - La Mancha;2015;0
09. Residuos animales y vegetales;08 Castilla - La Mancha;2014;0
09. Residuos animales y vegetales;08 Castilla - La Mancha;2013;432
09. Residuos animales y vegetales;08 Castilla - La Mancha;2012;0
09. Residuos animales y vegetales;08 Castilla - La Mancha;2011;0
09. Residuos animales y vegetales;08 Castilla - La Mancha;2010;0
09. Residuos animales y vegetales;09 Cataluña;2021;506736
09. Residuos animales y vegetales;09 Cataluña;2020;506491
09. Residuos animales y vegetales;09 Cataluña;2019;500742
09. Residuos animales y vegetales;09 Cataluña;2018;472450
09. Residuos animales y vegetales;09 Cataluña;2017;465230
09. Residuos animales y vegetales;09 Cataluña;2016;449152
09. Residuos animales y vegetales;09 Cataluña;2015;430929
09. Residuos animales y vegetales;09 Cataluña;2014;421902
09. Residuos animales y vegetales;09 Cataluña;2013;428508
09. Residuos animales y vegetales;09 Cataluña;2012;413249
09. Residuos animales y vegetales;09 Cataluña;2011;462395
09. Residuos animales y vegetales;09 Cataluña;2010;480290
09. Residuos animales y vegetales;10 Comunitat Valenciana;2021;152852
09. Residuos animales y vegetales;10 Comunitat Valenciana;2020;129776
09. Residuos animales y vegetales;10 Comunitat Valenciana;2019;85170
09. Residuos animales y vegetales;10 Comunitat Valenciana;2018;74512
09. Residuos animales y vegetales;10 Comunitat Valenciana;2017;64083
09. Residuos animales y vegetales;10 Comunitat Valenciana;2016;35
09. Residuos animales y vegetales;10 Comunitat Valenciana;2015;39696
09. Residuos animales y vegetales;10 Comunitat Valenciana;2014;41173
09. Residuos animales y vegetales;10 Comunitat Valenciana;2013;52175
09. Residuos animales y vegetales;10 Comunitat Valenciana;2012;70675
09. Residuos animales y vegetales;10 Comunitat Valenciana;2011;70792
09. Residuos animales y vegetales;10 Comunitat Valenciana;2010;88836
09. Residuos animales y vegetales;11 Extremadura;2021;158
09. Residuos animales y vegetales;11 Extremadura;2020;196
09. Residuos animales y vegetales;11 Extremadura;2019;248
09. Residuos animales y vegetales;11 Extremadura;2018;0
09. Residuos animales y vegetales;11 Extremadura;2017;0
09. Residuos animales y vegetales;11 Extremadura;2016;0
09. Residuos animales y vegetales;11 Extremadura;2015;0
09. Residuos animales y vegetales;11 Extremadura;2014;0
09. Residuos animales y vegetales;11 Extremadura;2013;0
09. Residuos animales y vegetales;11 Extremadura;2012;0
09. Residuos animales y vegetales;11 Extremadura;2011;0
09. Residuos animales y vegetales;11 Extremadura;2010;0
09. Residuos animales y vegetales;12 Galicia;2021;46434
09. Residuos animales y vegetales;12 Galicia;2020;45739
09. Residuos animales y vegetales;12 Galicia;2019;46095
09. Residuos animales y vegetales;12 Galicia;2018;52319
09. Residuos animales y vegetales;12 Galicia;2017;47276
09. Residuos animales y vegetales;12 Galicia;2016;45756
09. Residuos animales y vegetales;12 Galicia;2015;45501
09. Residuos animales y vegetales;12 Galicia;2014;45929
09. Residuos animales y vegetales;12 Galicia;2013;43208
09. Residuos animales y vegetales;12 Galicia;2012;51994
09. Residuos animales y vegetales;12 Galicia;2011;52015
09. Residuos animales y vegetales;12 Galicia;2010;55537
09. Residuos animales y vegetales;13 Comunidad de Madrid;2021;337580
09. Residuos animales y vegetales;13 Comunidad de Madrid;2020;263164
09. Residuos animales y vegetales;13 Comunidad de Madrid;2019;228635
09. Residuos animales y vegetales;13 Comunidad de Madrid;2018;95845
09. Residuos animales y vegetales;13 Comunidad de Madrid;2017;54526
09. Residuos animales y vegetales;13 Comunidad de Madrid;2016;59119
09. Residuos animales y vegetales;13 Comunidad de Madrid;2015;25557
09. Residuos animales y vegetales;13 Comunidad de Madrid;2014;51197
09. Residuos animales y vegetales;13 Comunidad de Madrid;2013;62314
09. Residuos animales y vegetales;13 Comunidad de Madrid;2012;49629
09. Residuos animales y vegetales;13 Comunidad de Madrid;2011;51192
09. Residuos animales y vegetales;13 Comunidad de Madrid;2010;52720
09. Residuos animales y vegetales;14 Región de Murcia;2021;11407
09. Residuos animales y vegetales;14 Región de Murcia;2020;31
09. Residuos animales y vegetales;14 Región de Murcia;2019;5237
09. Residuos animales y vegetales;14 Región de Murcia;2018;9046
09. Residuos animales y vegetales;14 Región de Murcia;2017;4812
09. Residuos animales y vegetales;14 Región de Murcia;2016;5177
09. Residuos animales y vegetales;14 Región de Murcia;2015;11503
09. Residuos animales y vegetales;14 Región de Murcia;2014;4788
09. Residuos animales y vegetales;14 Región de Murcia;2013;4671
09. Residuos animales y vegetales;14 Región de Murcia;2012;7402
