Tipo de residuo;Comunidades y Ciudades Autónomas;Periodo;Total
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Total Nacional;2018;4401571
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Total Nacional;2017;4243191
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Total Nacional;2016;3826298
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Total Nacional;2015;3892745
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Total Nacional;2014;3798230
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Total Nacional;2013;3932859
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Total Nacional;2012;4080708
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Total Nacional;2011;4508351
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Total Nacional;2010;4984758
TOTAL RESIDUOS DE RECOGIDA SEPARADA;01 Andalucía;2021;627003
TOTAL RESIDUOS DE RECOGIDA SEPARADA;01 Andalucía;2020;597209
TOTAL RESIDUOS DE RECOGIDA SEPARADA;01 Andalucía;2019;553276
TOTAL RESIDUOS DE RECOGIDA SEPARADA;01 Andalucía;2018;518113
TOTAL RESIDUOS DE RECOGIDA SEPARADA;01 Andalucía;2017;510528
TOTAL RESIDUOS DE RECOGIDA SEPARADA;01 Andalucía;2016;488015
TOTAL RESIDUOS DE RECOGIDA SEPARADA;01 Andalucía;2015;503256
TOTAL RESIDUOS DE RECOGIDA SEPARADA;01 Andalucía;2014;481568
TOTAL RESIDUOS DE RECOGIDA SEPARADA;01 Andalucía;2013;555306
TOTAL RESIDUOS DE RECOGIDA SEPARADA;01 Andalucía;2012;574851
TOTAL RESIDUOS DE RECOGIDA SEPARADA;01 Andalucía;2011;624371
TOTAL RESIDUOS DE RECOGIDA SEPARADA;01 Andalucía;2010;605939
TOTAL RESIDUOS DE RECOGIDA SEPARADA;02 Aragón;2021;137788
TOTAL RESIDUOS DE RECOGIDA SEPARADA;02 Aragón;2020;141847
TOTAL RESIDUOS DE RECOGIDA SEPARADA;02 Aragón;2019;160302
TOTAL RESIDUOS DE RECOGIDA SEPARADA;02 Aragón;2018;150805
TOTAL RESIDUOS DE RECOGIDA SEPARADA;02 Aragón;2017;106325
TOTAL RESIDUOS DE RECOGIDA SEPARADA;02 Aragón;2016;70424
TOTAL RESIDUOS DE RECOGIDA SEPARADA;02 Aragón;2015;107822
TOTAL RESIDUOS DE RECOGIDA SEPARADA;02 Aragón;2014;92990
TOTAL RESIDUOS DE RECOGIDA SEPARADA;02 Aragón;2013;96726
TOTAL RESIDUOS DE RECOGIDA SEPARADA;02 Aragón;2012;113536
TOTAL RESIDUOS DE RECOGIDA SEPARADA;02 Aragón;2011;116986
TOTAL RESIDUOS DE RECOGIDA SEPARADA;02 Aragón;2010;108794
TOTAL RESIDUOS DE RECOGIDA SEPARADA;03 Principado de Asturias;2021;128261
TOTAL RESIDUOS DE RECOGIDA SEPARADA;03 Principado de Asturias;2020;117580
TOTAL RESIDUOS DE RECOGIDA SEPARADA;03 Principado de Asturias;2019;120853
TOTAL RESIDUOS DE RECOGIDA SEPARADA;03 Principado de Asturias;2018;97024
TOTAL RESIDUOS DE RECOGIDA SEPARADA;03 Principado de Asturias;2017;138698
TOTAL RESIDUOS DE RECOGIDA SEPARADA;03 Principado de Asturias;2016;140021
TOTAL RESIDUOS DE RECOGIDA SEPARADA;03 Principado de Asturias;2015;138124
TOTAL RESIDUOS DE RECOGIDA SEPARADA;03 Principado de Asturias;2014;130504
TOTAL RESIDUOS DE RECOGIDA SEPARADA;03 Principado de Asturias;2013;130662
TOTAL RESIDUOS DE RECOGIDA SEPARADA;03 Principado de Asturias;2012;131819
TOTAL RESIDUOS DE RECOGIDA SEPARADA;03 Principado de Asturias;2011;142598
TOTAL RESIDUOS DE RECOGIDA SEPARADA;03 Principado de Asturias;2010;166909
TOTAL RESIDUOS DE RECOGIDA SEPARADA;04 Illes Balears;2021;203190
TOTAL RESIDUOS DE RECOGIDA SEPARADA;04 Illes Balears;2020;176075
TOTAL RESIDUOS DE RECOGIDA SEPARADA;04 Illes Balears;2019;213999
TOTAL RESIDUOS DE RECOGIDA SEPARADA;04 Illes Balears;2018;214036
TOTAL RESIDUOS DE RECOGIDA SEPARADA;04 Illes Balears;2017;182323
TOTAL RESIDUOS DE RECOGIDA SEPARADA;04 Illes Balears;2016;147364
TOTAL RESIDUOS DE RECOGIDA SEPARADA;04 Illes Balears;2015;137739
TOTAL RESIDUOS DE RECOGIDA SEPARADA;04 Illes Balears;2014;130430
TOTAL RESIDUOS DE RECOGIDA SEPARADA;04 Illes Balears;2013;202247
TOTAL RESIDUOS DE RECOGIDA SEPARADA;04 Illes Balears;2012;123891
TOTAL RESIDUOS DE RECOGIDA SEPARADA;04 Illes Balears;2011;109618
TOTAL RESIDUOS DE RECOGIDA SEPARADA;04 Illes Balears;2010;109410
TOTAL RESIDUOS DE RECOGIDA SEPARADA;05 Canarias;2021;213186
TOTAL RESIDUOS DE RECOGIDA SEPARADA;05 Canarias;2020;243848
TOTAL RESIDUOS DE RECOGIDA SEPARADA;05 Canarias;2019;210719
TOTAL RESIDUOS DE RECOGIDA SEPARADA;05 Canarias;2018;177033
TOTAL RESIDUOS DE RECOGIDA SEPARADA;05 Canarias;2017;149992
TOTAL RESIDUOS DE RECOGIDA SEPARADA;05 Canarias;2016;148502
TOTAL RESIDUOS DE RECOGIDA SEPARADA;05 Canarias;2015;119117
TOTAL RESIDUOS DE RECOGIDA SEPARADA;05 Canarias;2014;132153
TOTAL RESIDUOS DE RECOGIDA SEPARADA;05 Canarias;2013;132653
TOTAL RESIDUOS DE RECOGIDA SEPARADA;05 Canarias;2012;148058
TOTAL RESIDUOS DE RECOGIDA SEPARADA;05 Canarias;2011;207471
TOTAL RESIDUOS DE RECOGIDA SEPARADA;05 Canarias;2010;188999
TOTAL RESIDUOS DE RECOGIDA SEPARADA;06 Cantabria;2021;57972
TOTAL RESIDUOS DE RECOGIDA SEPARADA;06 Cantabria;2020;53531
TOTAL RESIDUOS DE RECOGIDA SEPARADA;06 Cantabria;2019;60297
TOTAL RESIDUOS DE RECOGIDA SEPARADA;06 Cantabria;2018;58693
TOTAL RESIDUOS DE RECOGIDA SEPARADA;06 Cantabria;2017;49233
TOTAL RESIDUOS DE RECOGIDA SEPARADA;06 Cantabria;2016;48838
TOTAL RESIDUOS DE RECOGIDA SEPARADA;06 Cantabria;2015;50366
TOTAL RESIDUOS DE RECOGIDA SEPARADA;06 Cantabria;2014;47111
TOTAL RESIDUOS DE RECOGIDA SEPARADA;06 Cantabria;2013;54282
TOTAL RESIDUOS DE RECOGIDA SEPARADA;06 Cantabria;2012;57703
TOTAL RESIDUOS DE RECOGIDA SEPARADA;06 Cantabria;2011;67751
TOTAL RESIDUOS DE RECOGIDA SEPARADA;06 Cantabria;2010;88166
TOTAL RESIDUOS DE RECOGIDA SEPARADA;07 Castilla y León;2021;177522
TOTAL RESIDUOS DE RECOGIDA SEPARADA;07 Castilla y León;2020;171681
TOTAL RESIDUOS DE RECOGIDA SEPARADA;07 Castilla y León;2019;162818
TOTAL RESIDUOS DE RECOGIDA SEPARADA;07 Castilla y León;2018;153017
TOTAL RESIDUOS DE RECOGIDA SEPARADA;07 Castilla y León;2017;148242
TOTAL RESIDUOS DE RECOGIDA SEPARADA;07 Castilla y León;2016;146783
TOTAL RESIDUOS DE RECOGIDA SEPARADA;07 Castilla y León;2015;136311
TOTAL RESIDUOS DE RECOGIDA SEPARADA;07 Castilla y León;2014;136016
TOTAL RESIDUOS DE RECOGIDA SEPARADA;07 Castilla y León;2013;166033
TOTAL RESIDUOS DE RECOGIDA SEPARADA;07 Castilla y León;2012;199211
TOTAL RESIDUOS DE RECOGIDA SEPARADA;07 Castilla y León;2011;251790
TOTAL RESIDUOS DE RECOGIDA SEPARADA;07 Castilla y León;2010;260253
TOTAL RESIDUOS DE RECOGIDA SEPARADA;08 Castilla - La Mancha;2021;123434
TOTAL RESIDUOS DE RECOGIDA SEPARADA;08 Castilla - La Mancha;2020;88485
TOTAL RESIDUOS DE RECOGIDA SEPARADA;08 Castilla - La Mancha;2019;116867
TOTAL RESIDUOS DE RECOGIDA SEPARADA;08 Castilla - La Mancha;2018;107747
TOTAL RESIDUOS DE RECOGIDA SEPARADA;08 Castilla - La Mancha;2017;105504
TOTAL RESIDUOS DE RECOGIDA SEPARADA;08 Castilla - La Mancha;2016;89445
TOTAL RESIDUOS DE RECOGIDA SEPARADA;08 Castilla - La Mancha;2015;75897
TOTAL RESIDUOS DE RECOGIDA SEPARADA;08 Castilla - La Mancha;2014;76125
TOTAL RESIDUOS DE RECOGIDA SEPARADA;08 Castilla - La Mancha;2013;97075
TOTAL RESIDUOS DE RECOGIDA SEPARADA;08 Castilla - La Mancha;2012;80471
TOTAL RESIDUOS DE RECOGIDA SEPARADA;08 Castilla - La Mancha;2011;97066
TOTAL RESIDUOS DE RECOGIDA SEPARADA;08 Castilla - La Mancha;2010;130662
TOTAL RESIDUOS DE RECOGIDA SEPARADA;09 Cataluña;2021;1483120
TOTAL RESIDUOS DE RECOGIDA SEPARADA;09 Cataluña;2020;1452344
TOTAL RESIDUOS DE RECOGIDA SEPARADA;09 Cataluña;2019;1460273
TOTAL RESIDUOS DE RECOGIDA SEPARADA;09 Cataluña;2018;1149648
TOTAL RESIDUOS DE RECOGIDA SEPARADA;09 Cataluña;2017;1282752
TOTAL RESIDUOS DE RECOGIDA SEPARADA;09 Cataluña;2016;1099049
TOTAL RESIDUOS DE RECOGIDA SEPARADA;09 Cataluña;2015;1177821
TOTAL RESIDUOS DE RECOGIDA SEPARADA;09 Cataluña;2014;1136925
TOTAL RESIDUOS DE RECOGIDA SEPARADA;09 Cataluña;2013;1051240
TOTAL RESIDUOS DE RECOGIDA SEPARADA;09 Cataluña;2012;1212615
TOTAL RESIDUOS DE RECOGIDA SEPARADA;09 Cataluña;2011;1300671
TOTAL RESIDUOS DE RECOGIDA SEPARADA;09 Cataluña;2010;1479495
TOTAL RESIDUOS DE RECOGIDA SEPARADA;10 Comunitat Valenciana;2021;700944
TOTAL RESIDUOS DE RECOGIDA SEPARADA;10 Comunitat Valenciana;2020;440224
TOTAL RESIDUOS DE RECOGIDA SEPARADA;10 Comunitat Valenciana;2019;390339
TOTAL RESIDUOS DE RECOGIDA SEPARADA;10 Comunitat Valenciana;2018;393599
TOTAL RESIDUOS DE RECOGIDA SEPARADA;10 Comunitat Valenciana;2017;349918
TOTAL RESIDUOS DE RECOGIDA SEPARADA;10 Comunitat Valenciana;2016;272449
TOTAL RESIDUOS DE RECOGIDA SEPARADA;10 Comunitat Valenciana;2015;277192
TOTAL RESIDUOS DE RECOGIDA SEPARADA;10 Comunitat Valenciana;2014;278717
TOTAL RESIDUOS DE RECOGIDA SEPARADA;10 Comunitat Valenciana;2013;313975
TOTAL RESIDUOS DE RECOGIDA SEPARADA;10 Comunitat Valenciana;2012;291574
TOTAL RESIDUOS DE RECOGIDA SEPARADA;10 Comunitat Valenciana;2011;324998
TOTAL RESIDUOS DE RECOGIDA SEPARADA;10 Comunitat Valenciana;2010;376205
TOTAL RESIDUOS DE RECOGIDA SEPARADA;11 Extremadura;2021;50136
TOTAL RESIDUOS DE RECOGIDA SEPARADA;11 Extremadura;2020;54955
TOTAL RESIDUOS DE RECOGIDA SEPARADA;11 Extremadura;2019;57952
TOTAL RESIDUOS DE RECOGIDA SEPARADA;11 Extremadura;2018;59562
TOTAL RESIDUOS DE RECOGIDA SEPARADA;11 Extremadura;2017;61882
TOTAL RESIDUOS DE RECOGIDA SEPARADA;11 Extremadura;2016;69949
TOTAL RESIDUOS DE RECOGIDA SEPARADA;11 Extremadura;2015;88226
TOTAL RESIDUOS DE RECOGIDA SEPARADA;11 Extremadura;2014;86377
TOTAL RESIDUOS DE RECOGIDA SEPARADA;11 Extremadura;2013;54370
TOTAL RESIDUOS DE RECOGIDA SEPARADA;11 Extremadura;2012;53096
TOTAL RESIDUOS DE RECOGIDA SEPARADA;11 Extremadura;2011;40679
TOTAL RESIDUOS DE RECOGIDA SEPARADA;11 Extremadura;2010;57601
TOTAL RESIDUOS DE RECOGIDA SEPARADA;12 Galicia;2021;199144
TOTAL RESIDUOS DE RECOGIDA SEPARADA;12 Galicia;2020;180751
TOTAL RESIDUOS DE RECOGIDA SEPARADA;12 Galicia;2019;187214
TOTAL RESIDUOS DE RECOGIDA SEPARADA;12 Galicia;2018;184342
TOTAL RESIDUOS DE RECOGIDA SEPARADA;12 Galicia;2017;168301
TOTAL RESIDUOS DE RECOGIDA SEPARADA;12 Galicia;2016;164769
TOTAL RESIDUOS DE RECOGIDA SEPARADA;12 Galicia;2015;202545
TOTAL RESIDUOS DE RECOGIDA SEPARADA;12 Galicia;2014;200492
TOTAL RESIDUOS DE RECOGIDA SEPARADA;12 Galicia;2013;167134
TOTAL RESIDUOS DE RECOGIDA SEPARADA;12 Galicia;2012;167444
TOTAL RESIDUOS DE RECOGIDA SEPARADA;12 Galicia;2011;173526
TOTAL RESIDUOS DE RECOGIDA SEPARADA;12 Galicia;2010;192354
TOTAL RESIDUOS DE RECOGIDA SEPARADA;13 Comunidad de Madrid;2021;850880
TOTAL RESIDUOS DE RECOGIDA SEPARADA;13 Comunidad de Madrid;2020;748563
TOTAL RESIDUOS DE RECOGIDA SEPARADA;13 Comunidad de Madrid;2019;710645
TOTAL RESIDUOS DE RECOGIDA SEPARADA;13 Comunidad de Madrid;2018;519173
TOTAL RESIDUOS DE RECOGIDA SEPARADA;13 Comunidad de Madrid;2017;419524
TOTAL RESIDUOS DE RECOGIDA SEPARADA;13 Comunidad de Madrid;2016;394312
TOTAL RESIDUOS DE RECOGIDA SEPARADA;13 Comunidad de Madrid;2015;349317
TOTAL RESIDUOS DE RECOGIDA SEPARADA;13 Comunidad de Madrid;2014;375321
TOTAL RESIDUOS DE RECOGIDA SEPARADA;13 Comunidad de Madrid;2013;390998
TOTAL RESIDUOS DE RECOGIDA SEPARADA;13 Comunidad de Madrid;2012;416686
TOTAL RESIDUOS DE RECOGIDA SEPARADA;13 Comunidad de Madrid;2011;479813
TOTAL RESIDUOS DE RECOGIDA SEPARADA;13 Comunidad de Madrid;2010;529660
TOTAL RESIDUOS DE RECOGIDA SEPARADA;14 Región de Murcia;2021;101044
TOTAL RESIDUOS DE RECOGIDA SEPARADA;14 Región de Murcia;2020;80756
TOTAL RESIDUOS DE RECOGIDA SEPARADA;14 Región de Murcia;2019;91229
TOTAL RESIDUOS DE RECOGIDA SEPARADA;14 Región de Murcia;2018;82474
TOTAL RESIDUOS DE RECOGIDA SEPARADA;14 Región de Murcia;2017;71074
TOTAL RESIDUOS DE RECOGIDA SEPARADA;14 Región de Murcia;2016;69291
TOTAL RESIDUOS DE RECOGIDA SEPARADA;14 Región de Murcia;2015;79349
TOTAL RESIDUOS DE RECOGIDA SEPARADA;14 Región de Murcia;2014;69159
TOTAL RESIDUOS DE RECOGIDA SEPARADA;14 Región de Murcia;2013;53090
TOTAL RESIDUOS DE RECOGIDA SEPARADA;14 Región de Murcia;2012;59726
TOTAL RESIDUOS DE RECOGIDA SEPARADA;14 Región de Murcia;2011;66929
TOTAL RESIDUOS DE RECOGIDA SEPARADA;14 Región de Murcia;2010;180039
TOTAL RESIDUOS DE RECOGIDA SEPARADA;15 Comunidad Foral de Navarra;2021;115236
TOTAL RESIDUOS DE RECOGIDA SEPARADA;15 Comunidad Foral de Navarra;2020;120845
TOTAL RESIDUOS DE RECOGIDA SEPARADA;15 Comunidad Foral de Navarra;2019;117253
TOTAL RESIDUOS DE RECOGIDA SEPARADA;15 Comunidad Foral de Navarra;2018;120625
TOTAL RESIDUOS DE RECOGIDA SEPARADA;15 Comunidad Foral de Navarra;2017;111113
TOTAL RESIDUOS DE RECOGIDA SEPARADA;15 Comunidad Foral de Navarra;2016;124270
TOTAL RESIDUOS DE RECOGIDA SEPARADA;15 Comunidad Foral de Navarra;2015;134680
TOTAL RESIDUOS DE RECOGIDA SEPARADA;15 Comunidad Foral de Navarra;2014;111958
TOTAL RESIDUOS DE RECOGIDA SEPARADA;15 Comunidad Foral de Navarra;2013;98710
TOTAL RESIDUOS DE RECOGIDA SEPARADA;15 Comunidad Foral de Navarra;2012;105650
TOTAL RESIDUOS DE RECOGIDA SEPARADA;15 Comunidad Foral de Navarra;2011;122047
TOTAL RESIDUOS DE RECOGIDA SEPARADA;15 Comunidad Foral de Navarra;2010;120800
TOTAL RESIDUOS DE RECOGIDA SEPARADA;16 País Vasco;2021;386636
TOTAL RESIDUOS DE RECOGIDA SEPARADA;16 País Vasco;2020;350597
TOTAL RESIDUOS DE RECOGIDA SEPARADA;16 País Vasco;2019;360935
TOTAL RESIDUOS DE RECOGIDA SEPARADA;16 País Vasco;2018;383605
TOTAL RESIDUOS DE RECOGIDA SEPARADA;16 País Vasco;2017;358427
TOTAL RESIDUOS DE RECOGIDA SEPARADA;16 País Vasco;2016;316442
TOTAL RESIDUOS DE RECOGIDA SEPARADA;16 País Vasco;2015;277954
TOTAL RESIDUOS DE RECOGIDA SEPARADA;16 País Vasco;2014;275201
TOTAL RESIDUOS DE RECOGIDA SEPARADA;16 País Vasco;2013;345133
TOTAL RESIDUOS DE RECOGIDA SEPARADA;16 País Vasco;2012;318831
TOTAL RESIDUOS DE RECOGIDA SEPARADA;16 País Vasco;2011;356809
TOTAL RESIDUOS DE RECOGIDA SEPARADA;16 País Vasco;2010;357750
TOTAL RESIDUOS DE RECOGIDA SEPARADA;17 La Rioja;2021;26262
TOTAL RESIDUOS DE RECOGIDA SEPARADA;17 La Rioja;2020;24704
TOTAL RESIDUOS DE RECOGIDA SEPARADA;17 La Rioja;2019;24420
TOTAL RESIDUOS DE RECOGIDA SEPARADA;17 La Rioja;2018;23005
TOTAL RESIDUOS DE RECOGIDA SEPARADA;17 La Rioja;2017;22188
TOTAL RESIDUOS DE RECOGIDA SEPARADA;17 La Rioja;2016;30323
TOTAL RESIDUOS DE RECOGIDA SEPARADA;17 La Rioja;2015;20815
TOTAL RESIDUOS DE RECOGIDA SEPARADA;17 La Rioja;2014;19758
TOTAL RESIDUOS DE RECOGIDA SEPARADA;17 La Rioja;2013;18237
TOTAL RESIDUOS DE RECOGIDA SEPARADA;17 La Rioja;2012;18773
TOTAL RESIDUOS DE RECOGIDA SEPARADA;17 La Rioja;2011;19283
TOTAL RESIDUOS DE RECOGIDA SEPARADA;17 La Rioja;2010;21838
TOTAL RESIDUOS;Total Nacional;2021;22676937
TOTAL RESIDUOS;Total Nacional;2020;21729230
TOTAL RESIDUOS;Total Nacional;2019;22761799
TOTAL RESIDUOS;Total Nacional;2018;22686134
TOTAL RESIDUOS;Total Nacional;2017;22515181
TOTAL RESIDUOS;Total Nacional;2016;21878373
TOTAL RESIDUOS;Total Nacional;2015;21646294
TOTAL RESIDUOS;Total Nacional;2014;21328307
TOTAL RESIDUOS;Total Nacional;2013;21785685
TOTAL RESIDUOS;Total Nacional;2012;22395811
TOTAL RESIDUOS;Total Nacional;2011;23281979
TOTAL RESIDUOS;Total Nacional;2010;24380023
TOTAL RESIDUOS;01 Andalucía;2021;4618566
TOTAL RESIDUOS;01 Andalucía;2020;4444897
TOTAL RESIDUOS;01 Andalucía;2019;4310649
TOTAL RESIDUOS;01 Andalucía;2018;4427006
TOTAL RESIDUOS;01 Andalucía;2017;4385397
TOTAL RESIDUOS;01 Andalucía;2016;4395591
TOTAL RESIDUOS;01 Andalucía;2015;4237916
TOTAL RESIDUOS;01 Andalucía;2014;4171241
TOTAL RESIDUOS;01 Andalucía;2013;4562894
TOTAL RESIDUOS;01 Andalucía;2012;4809414
TOTAL RESIDUOS;01 Andalucía;2011;4572709
TOTAL RESIDUOS;01 Andalucía;2010;4974949
TOTAL RESIDUOS;02 Aragón;2021;600073
TOTAL RESIDUOS;02 Aragón;2020;599598
TOTAL RESIDUOS;02 Aragón;2019;651462
TOTAL RESIDUOS;02 Aragón;2018;650458
TOTAL RESIDUOS;02 Aragón;2017;579739
TOTAL RESIDUOS;02 Aragón;2016;529040
TOTAL RESIDUOS;02 Aragón;2015;565548
TOTAL RESIDUOS;02 Aragón;2014;545091
TOTAL RESIDUOS;02 Aragón;2013;548391
TOTAL RESIDUOS;02 Aragón;2012;577705
TOTAL RESIDUOS;02 Aragón;2011;609253
TOTAL RESIDUOS;02 Aragón;2010;602239
TOTAL RESIDUOS;03 Principado de Asturias;2021;515448
TOTAL RESIDUOS;03 Principado de Asturias;2020;478388
TOTAL RESIDUOS;03 Principado de Asturias;2019;507580
TOTAL RESIDUOS;03 Principado de Asturias;2018;500933
TOTAL RESIDUOS;03 Principado de Asturias;2017;531511
TOTAL RESIDUOS;03 Principado de Asturias;2016;537945
TOTAL RESIDUOS;03 Principado de Asturias;2015;542283
TOTAL RESIDUOS;03 Principado de Asturias;2014;524878
TOTAL RESIDUOS;03 Principado de Asturias;2013;520232
TOTAL RESIDUOS;03 Principado de Asturias;2012;535269
TOTAL RESIDUOS;03 Principado de Asturias;2011;577390
TOTAL RESIDUOS;03 Principado de Asturias;2010;617707
TOTAL RESIDUOS;04 Illes Balears;2021;714685
TOTAL RESIDUOS;04 Illes Balears;2020;670329
TOTAL RESIDUOS;04 Illes Balears;2019;883808
TOTAL RESIDUOS;04 Illes Balears;2018;951551
TOTAL RESIDUOS;04 Illes Balears;2017;868475
TOTAL RESIDUOS;04 Illes Balears;2016;846128
TOTAL RESIDUOS;04 Illes Balears;2015;904475
TOTAL RESIDUOS;04 Illes Balears;2014;744117
TOTAL RESIDUOS;04 Illes Balears;2013;809444
TOTAL RESIDUOS;04 Illes Balears;2012;783690
TOTAL RESIDUOS;04 Illes Balears;2011;849096
TOTAL RESIDUOS;04 Illes Balears;2010;806342
TOTAL RESIDUOS;05 Canarias;2021;1196050
TOTAL RESIDUOS;05 Canarias;2020;1130097
TOTAL RESIDUOS;05 Canarias;2019;1282486
TOTAL RESIDUOS;05 Canarias;2018;1331187
TOTAL RESIDUOS;05 Canarias;2017;1295469
TOTAL RESIDUOS;05 Canarias;2016;1245102
TOTAL RESIDUOS;05 Canarias;2015;1264095
TOTAL RESIDUOS;05 Canarias;2014;1259718
TOTAL RESIDUOS;05 Canarias;2013;1204821
TOTAL RESIDUOS;05 Canarias;2012;1310231
TOTAL RESIDUOS;05 Canarias;2011;1388895
TOTAL RESIDUOS;05 Canarias;2010;1439982
TOTAL RESIDUOS;06 Cantabria;2021;302260
TOTAL RESIDUOS;06 Cantabria;2020;293783
TOTAL RESIDUOS;06 Cantabria;2019;337257
TOTAL RESIDUOS;06 Cantabria;2018;328868
TOTAL RESIDUOS;06 Cantabria;2017;310877
TOTAL RESIDUOS;06 Cantabria;2016;312927
TOTAL RESIDUOS;06 Cantabria;2015;310816
TOTAL RESIDUOS;06 Cantabria;2014;302559
TOTAL RESIDUOS;06 Cantabria;2013;307942
TOTAL RESIDUOS;06 Cantabria;2012;320882
TOTAL RESIDUOS;06 Cantabria;2011;341963
TOTAL RESIDUOS;06 Cantabria;2010;356284
TOTAL RESIDUOS;07 Castilla y León;2021;1079647
TOTAL RESIDUOS;07 Castilla y León;2020;1061743
TOTAL RESIDUOS;07 Castilla y León;2019;1088488
TOTAL RESIDUOS;07 Castilla y León;2018;1085564
TOTAL RESIDUOS;07 Castilla y León;2017;1075445
TOTAL RESIDUOS;07 Castilla y León;2016;1064948
TOTAL RESIDUOS;07 Castilla y León;2015;1067544
TOTAL RESIDUOS;07 Castilla y León;2014;1065473
TOTAL RESIDUOS;07 Castilla y León;2013;1018877
TOTAL RESIDUOS;07 Castilla y León;2012;1135173
TOTAL RESIDUOS;07 Castilla y León;2011;1248937
TOTAL RESIDUOS;07 Castilla y León;2010;1182214
TOTAL RESIDUOS;08 Castilla - La Mancha;2021;907584
TOTAL RESIDUOS;08 Castilla - La Mancha;2020;907876
TOTAL RESIDUOS;08 Castilla - La Mancha;2019;942075
TOTAL RESIDUOS;08 Castilla - La Mancha;2018;967278
TOTAL RESIDUOS;08 Castilla - La Mancha;2017;938070
TOTAL RESIDUOS;08 Castilla - La Mancha;2016;970900
TOTAL RESIDUOS;08 Castilla - La Mancha;2015;938759
TOTAL RESIDUOS;08 Castilla - La Mancha;2014;885596
TOTAL RESIDUOS;08 Castilla - La Mancha;2013;903734
TOTAL RESIDUOS;08 Castilla - La Mancha;2012;920359
TOTAL RESIDUOS;08 Castilla - La Mancha;2011;1118982
TOTAL RESIDUOS;08 Castilla - La Mancha;2010;1130863
TOTAL RESIDUOS;09 Cataluña;2021;3556903
TOTAL RESIDUOS;09 Cataluña;2020;3578453
TOTAL RESIDUOS;09 Cataluña;2019;3797200
TOTAL RESIDUOS;09 Cataluña;2018;3483389
TOTAL RESIDUOS;09 Cataluña;2017;3739368
TOTAL RESIDUOS;09 Cataluña;2016;3539278
TOTAL RESIDUOS;09 Cataluña;2015;3555158
TOTAL RESIDUOS;09 Cataluña;2014;3639796
TOTAL RESIDUOS;09 Cataluña;2013;3633471
TOTAL RESIDUOS;09 Cataluña;2012;3630682
TOTAL RESIDUOS;09 Cataluña;2011;3926855
TOTAL RESIDUOS;09 Cataluña;2010;3998833
TOTAL RESIDUOS;10 Comunitat Valenciana;2021;2680972
TOTAL RESIDUOS;10 Comunitat Valenciana;2020;2392953
TOTAL RESIDUOS;10 Comunitat Valenciana;2019;2497277
TOTAL RESIDUOS;10 Comunitat Valenciana;2018;2544874
TOTAL RESIDUOS;10 Comunitat Valenciana;2017;2434749
TOTAL RESIDUOS;10 Comunitat Valenciana;2016;2209773
TOTAL RESIDUOS;10 Comunitat Valenciana;2015;2187379
TOTAL RESIDUOS;10 Comunitat Valenciana;2014;2166596
TOTAL RESIDUOS;10 Comunitat Valenciana;2013;2141608
TOTAL RESIDUOS;10 Comunitat Valenciana;2012;2148962
TOTAL RESIDUOS;10 Comunitat Valenciana;2011;2221793
TOTAL RESIDUOS;10 Comunitat Valenciana;2010;2304815
TOTAL RESIDUOS;11 Extremadura;2021;477978
TOTAL RESIDUOS;11 Extremadura;2020;482423
TOTAL RESIDUOS;11 Extremadura;2019;489378
TOTAL RESIDUOS;11 Extremadura;2018;508816
TOTAL RESIDUOS;11 Extremadura;2017;500470
TOTAL RESIDUOS;11 Extremadura;2016;486066
TOTAL RESIDUOS;11 Extremadura;2015;497998
TOTAL RESIDUOS;11 Extremadura;2014;495031
TOTAL RESIDUOS;11 Extremadura;2013;449648
TOTAL RESIDUOS;11 Extremadura;2012;487295
TOTAL RESIDUOS;11 Extremadura;2011;498022
TOTAL RESIDUOS;11 Extremadura;2010;565836
TOTAL RESIDUOS;12 Galicia;2021;1129367
TOTAL RESIDUOS;12 Galicia;2020;1107494
TOTAL RESIDUOS;12 Galicia;2019;1175274
TOTAL RESIDUOS;12 Galicia;2018;1138245
TOTAL RESIDUOS;12 Galicia;2017;1118999
TOTAL RESIDUOS;12 Galicia;2016;1110604
TOTAL RESIDUOS;12 Galicia;2015;1143025
TOTAL RESIDUOS;12 Galicia;2014;1139200
TOTAL RESIDUOS;12 Galicia;2013;1082799
TOTAL RESIDUOS;12 Galicia;2012;1107606
TOTAL RESIDUOS;12 Galicia;2011;1178527
TOTAL RESIDUOS;12 Galicia;2010;1217833
TOTAL RESIDUOS;13 Comunidad de Madrid;2021;2641939
TOTAL RESIDUOS;13 Comunidad de Madrid;2020;2556698
TOTAL RESIDUOS;13 Comunidad de Madrid;2019;2664227
TOTAL RESIDUOS;13 Comunidad de Madrid;2018;2543031
TOTAL RESIDUOS;13 Comunidad de Madrid;2017;2623515
